name,value,timestamp,host
memory_usage_percent,44.43,1700000000.0,web-01
memory_usage_percent,43.32,1700000060.0,web-01
memory_usage_percent,48.04,1700000120.0,web-01
memory_usage_percent,46.08,1700000180.0,web-01
memory_usage_percent,44.43,1700000240.0,web-01
memory_usage_percent,43.0,1700000300.0,web-01
memory_usage_percent,44.83,1700000360.0,web-01
memory_usage_percent,46.02,1700000420.0,web-01
memory_usage_percent,47.69,1700000480.0,web-01
memory_usage_percent,48.13,1700000540.0,web-01
memory_usage_percent,45.33,1700000600.0,web-01
memory_usage_percent,47.48,1700000660.0,web-01
memory_usage_percent,45.39,1700000720.0,web-01
memory_usage_percent,46.44,1700000780.0,web-01
memory_usage_percent,45.38,1700000840.0,web-01
memory_usage_percent,44.29,1700000900.0,web-01
memory_usage_percent,47.35,1700000960.0,web-01
memory_usage_percent,44.73,1700001020.0,web-01
memory_usage_percent,44.08,1700001080.0,web-01
memory_usage_percent,43.72,1700001140.0,web-01
memory_usage_percent,46.39,1700001200.0,web-01
memory_usage_percent,46.22,1700001260.0,web-01
memory_usage_percent,46.25,1700001320.0,web-01
memory_usage_percent,45.32,1700001380.0,web-01
memory_usage_percent,42.97,1700001440.0,web-01
memory_usage_percent,46.94,1700001500.0,web-01
memory_usage_percent,46.12,1700001560.0,web-01
memory_usage_percent,45.7,1700001620.0,web-01
memory_usage_percent,43.73,1700001680.0,web-01
memory_usage_percent,43.97,1700001740.0,web-01
memory_usage_percent,46.05,1700001800.0,web-01
memory_usage_percent,43.97,1700001860.0,web-01
memory_usage_percent,46.07,1700001920.0,web-01
memory_usage_percent,45.38,1700001980.0,web-01
memory_usage_percent,45.74,1700002040.0,web-01
memory_usage_percent,46.56,1700002100.0,web-01
memory_usage_percent,46.32,1700002160.0,web-01
memory_usage_percent,45.52,1700002220.0,web-01
memory_usage_percent,43.77,1700002280.0,web-01
memory_usage_percent,44.76,1700002340.0,web-01
memory_usage_percent,47.15,1700002400.0,web-01
memory_usage_percent,45.46,1700002460.0,web-01
memory_usage_percent,47.78,1700002520.0,web-01
memory_usage_percent,43.02,1700002580.0,web-01
memory_usage_percent,47.42,1700002640.0,web-01
memory_usage_percent,43.63,1700002700.0,web-01
memory_usage_percent,43.02,1700002760.0,web-01
memory_usage_percent,43.78,1700002820.0,web-01
memory_usage_percent,43.62,1700002880.0,web-01
memory_usage_percent,47.52,1700002940.0,web-01
memory_usage_percent,43.7,1700003000.0,web-01
memory_usage_percent,45.79,1700003060.0,web-01
memory_usage_percent,44.84,1700003120.0,web-01
memory_usage_percent,42.73,1700003180.0,web-01
memory_usage_percent,45.84,1700003240.0,web-01
memory_usage_percent,45.42,1700003300.0,web-01
memory_usage_percent,43.34,1700003360.0,web-01
memory_usage_percent,46.72,1700003420.0,web-01
memory_usage_percent,43.88,1700003480.0,web-01
memory_usage_percent,42.51,1700003540.0,web-01
memory_usage_percent,46.73,1700003600.0,web-01
memory_usage_percent,44.55,1700003660.0,web-01
memory_usage_percent,43.44,1700003720.0,web-01
memory_usage_percent,44.33,1700003780.0,web-01
memory_usage_percent,44.3,1700003840.0,web-01
memory_usage_percent,45.09,1700003900.0,web-01
memory_usage_percent,43.37,1700003960.0,web-01
memory_usage_percent,46.89,1700004020.0,web-01
