name,value,timestamp,host
request_latency_ms,22.5,1700000000.0,web-01
request_latency_ms,29.93,1700000060.0,web-01
request_latency_ms,26.25,1700000120.0,web-01
request_latency_ms,41.21,1700000180.0,web-01
request_latency_ms,25.49,1700000240.0,web-01
request_latency_ms,18.97,1700000300.0,web-01
request_latency_ms,45.08,1700000360.0,web-01
request_latency_ms,29.48,1700000420.0,web-01
request_latency_ms,45.97,1700000480.0,web-01
request_latency_ms,28.88,1700000540.0,web-01
request_latency_ms,8.86,1700000600.0,web-01
request_latency_ms,41.76,1700000660.0,web-01
request_latency_ms,25.68,1700000720.0,web-01
request_latency_ms,40.18,1700000780.0,web-01
request_latency_ms,47.73,1700000840.0,web-01
request_latency_ms,19.91,1700000900.0,web-01
request_latency_ms,19.76,1700000960.0,web-01
request_latency_ms,15.84,1700001020.0,web-01
request_latency_ms,29.34,1700001080.0,web-01
request_latency_ms,33.64,1700001140.0,web-01
request_latency_ms,30.98,1700001200.0,web-01
request_latency_ms,29.17,1700001260.0,web-01
request_latency_ms,29.06,1700001320.0,web-01
request_latency_ms,36.02,1700001380.0,web-01
request_latency_ms,20.43,1700001440.0,web-01
request_latency_ms,65.28,1700001500.0,web-01
request_latency_ms,47.97,1700001560.0,web-01
request_latency_ms,16.78,1700001620.0,web-01
request_latency_ms,31.16,1700001680.0,web-01
request_latency_ms,16.89,1700001740.0,web-01
request_latency_ms,49.65,1700001800.0,web-01
request_latency_ms,43.94,1700001860.0,web-01
request_latency_ms,44.27,1700001920.0,web-01
request_latency_ms,21.75,1700001980.0,web-01
request_latency_ms,38.85,1700002040.0,web-01
request_latency_ms,21.34,1700002100.0,web-01
request_latency_ms,27.57,1700002160.0,web-01
request_latency_ms,27.24,1700002220.0,web-01
request_latency_ms,40.47,1700002280.0,web-01
request_latency_ms,52.09,1700002340.0,web-01
request_latency_ms,41.91,1700002400.0,web-01
request_latency_ms,26.78,1700002460.0,web-01
request_latency_ms,24.08,1700002520.0,web-01
request_latency_ms,38.2,1700002580.0,web-01
request_latency_ms,34.28,1700002640.0,web-01
request_latency_ms,21.26,1700002700.0,web-01
request_latency_ms,32.91,1700002760.0,web-01
request_latency_ms,17.01,1700002820.0,web-01
request_latency_ms,22.17,1700002880.0,web-01
request_latency_ms,22.69,1700002940.0,web-01
request_latency_ms,34.68,1700003000.0,web-01
request_latency_ms,30.54,1700003060.0,web-01
request_latency_ms,28.33,1700003120.0,web-01
request_latency_ms,24.99,1700003180.0,web-01
request_latency_ms,66.2,1700003240.0,web-01
request_latency_ms,28.8,1700003300.0,web-01
request_latency_ms,22.24,1700003360.0,web-01
request_latency_ms,70.99,1700003420.0,web-01
request_latency_ms,32.21,1700003480.0,web-01
request_latency_ms,24.38,1700003540.0,web-01
request_latency_ms,35.24,1700003600.0,web-01
request_latency_ms,17.4,1700003660.0,web-01
request_latency_ms,29.78,1700003720.0,web-01
request_latency_ms,25.87,1700003780.0,web-01
request_latency_ms,36.02,1700003840.0,web-01
request_latency_ms,29.92,1700003900.0,web-01
request_latency_ms,28.78,1700003960.0,web-01
request_latency_ms,19.4,1700004020.0,web-01
request_latency_ms,32.56,1700004080.0,web-01
request_latency_ms,24.48,1700004140.0,web-01
request_latency_ms,28.61,1700004200.0,web-01
request_latency_ms,43.02,1700004260.0,web-01
request_latency_ms,54.07,1700004320.0,web-01
request_latency_ms,26.77,1700004380.0,web-01
request_latency_ms,33.45,1700004440.0,web-01
request_latency_ms,34.47,1700004500.0,web-01
request_latency_ms,29.03,1700004560.0,web-01
request_latency_ms,25.25,1700004620.0,web-01
request_latency_ms,25.79,1700004680.0,web-01
request_latency_ms,42.49,1700004740.0,web-01
request_latency_ms,49.12,1700004800.0,web-01
request_latency_ms,24.59,1700004860.0,web-01
request_latency_ms,18.03,1700004920.0,web-01
request_latency_ms,29.04,1700004980.0,web-01
request_latency_ms,35.96,1700005040.0,web-01
request_latency_ms,35.31,1700005100.0,web-01
request_latency_ms,30.81,1700005160.0,web-01
request_latency_ms,28.04,1700005220.0,web-01
request_latency_ms,25.19,1700005280.0,web-01
request_latency_ms,40.16,1700005340.0,web-01
request_latency_ms,54.11,1700005400.0,web-01
